Title	EN	DE	DE sentence_id
Lit_Solaris	N/A	Als dies ausgesprochen war, brach in der wissenschaftlichen Welt einer der heftigsten Stürme unseres Jahrhunderts los. Die ehrwürdigsten, allgemein als Wahrheiten anerkannten Theorien stürzten zu Schutt zusammen, in der wissenschaftlichen Literatur tauchten die ketzerischsten Artikel auf, und die Alternative `genialer Ozean´ oder `Graviations-Gallerte´ erhitzte alle Gemüter.	42,43
Enc_WikiMoon	Moon	Mond	0
Enc_WikiMoon	https://en.wikipedia.org/wiki/Moon	https://en.wikipedia.org/wiki/Moon	0
Enc_WikiMoon	From Wikipedia, the free encyclopedia	Aus Wikipedia, der freien Enzyklopädie	0
Enc_WikiMoon	This article is about Earth's natural satellite. For moons in general, see Natural satellite. For other uses, see Moon (disambiguation).	In diesem Artikel geht es um den natürlichen Satelliten des Planeten Erde. Informationen zu Monden im Allgemeinen finden Sie unter Natürlicher Satellit. Für andere Verwendungen siehe Mond (Begriffsklärung).	0,1,2
Enc_WikiMoon	The Moon is Earth's only natural satellite. It orbits around Earth at an average distance of 384400 km (238900 mi; 1.28 ls), or about 30 times Earth's diameter. The Moon faces Earth always with its near side by having a rotation period that equals its orbital period, resulting from being tidally locked to Earth. This period is in relation to the Sun 29.5 days long and visible as the cycle of the lunar phases. For Earth, the Moon has been aside from the Sun the most influential celestial object, particularly with its gravitational influence it has been the main driver of Earth's tides.	Der Mond ist der einzige natürliche Satellit des Planeten Erde. Er umkreist die Erde in einer durchschnittlichen Entfernung von 384.400 km (238.900 Meilen; 1,28 ls), was etwa dem 30-fachen des Erddurchmessers entspricht. Der Mond ist der Erde immer mit seiner nahen Seite zugewandt, da seine Rotationsperiode seiner Umlaufperiode entspricht, was durch die Gezeitenbindung an die Erde bedingt ist. Dieser Zeitraum ist im Verhältnis zur Sonne 29,5 Tage lang und als Zyklus der Mondphasen sichtbar. Für die Erde ist der Mond neben der Sonne das einflussreichste Himmelsobjekt, insbesondere aufgrund seines Gravitationseinflusses ist er der Hauptantrieb für die Gezeiten der Erde.	3,4,5,6,7
Enc_WikiMoon	The Moon's mass, density and surface gravity of about one-sixth of Earth's (at 0.1654 g), are rivaled among Solar System satellites only by Jupiter's moon Io. It is a satellite planet in geophysical terms and among all planetary-mass objects of the Solar System larger and more massive than all of its known dwarf planets.[17] Its diameter is 3,474 km (2,159 mi), which is roughly one-quarter that of Earth or about the width of Australia,[18] making it by far the largest and most massive satellite in the Solar System in relation to its parent planet and the fifth-largest Solar System satellite overall.	Die Masse, Dichte und Oberflächengravitation des Mondes, die etwa ein Sechstel der Erde (bei 0.1654 g) betragen, konkurrieren unter den Satelliten des Sonnensystems nur mit dem Jupitermond Io. Aus geophysikalischer Sicht handelt es sich um einen Satellitenplaneten, der unter allen Objekten mit Planetenmasse im Sonnensystem größer und massiver ist als alle bekannten Zwergplaneten.[17] Sein Durchmesser beträgt 3.474 km (2.159 Meilen), was circa einem Viertel des Erddurchmessers oder etwa der Breite Australiens entspricht.[18] Damit ist er im Verhältnis zu seinem Mutterplaneten der mit Abstand größte und massereichste Satellit im Sonnensystem und der fünftgrößte Satellit des Sonnensystems insgesamt.	8,9
PopSci_MultiplEYE	The MultiplEYE Project	Das MultiplEYE Projekt	0
PopSci_MultiplEYE	The name “MultiplEYE” is a wordplay combining “multilingualism” or “multiple languages” with “eye” from “eye-tracking”. MultiplEYE is a COST Action funded by the European Union. COST Actions are research networks supported by the European Cooperation in Science and Technology or COST for short. As a funding organisation, COST supports our growing network of researchers across Europe and beyond by providing financial assistance for conducting different networking activities. These activities include working group meetings, training schools to share skills with younger researchers, and scientific research visits.	Der Name „MultiplEYE“ ist ein Wortspiel, das „multilingualism“ (Englisch: Mehrsprachigkeit) oder „multiple languages“ (Englisch: mehrere Sprachen) mit „eye“ (Englisch: Auge) aus „Eye-Tracking“ (Englisch: Blickverfolgung) verbindet. MultiplEYE ist eine von der Europäischen Union finanzierte COST Action. COST Actions sind Forschungsnetzwerke, die von der European Cooperation in Science and Technology, oder kurz COST, unterstützt werden. Als Förderorganisation unterstützt COST unser ständig wachsendes Netzwerk von Forschern in ganz Europa und darüber hinaus, indem es finanzielle Mittel für die Durchführung verschiedener Arten von Networking-Aktivitäten bereitstellt. Zu diesen Aktivitäten gehören Arbeitsgruppentreffen, Weiterbildungskurse, um Expertise an jüngeren Forscher weiterzugeben, und wissenschaftliche Forschungsaufenthalte.	1,2,3,4
PopSci_MultiplEYE	The project title of the MultiplEYE COST Action is: Enabling multilingual eye-tracking data collection for human and machine language processing research. This means that the MultiplEYE COST Action aims to foster an interdisciplinary network of research groups working on collecting eye-tracking data from reading in multiple languages. The goal is to support the development of a large multilingual eye-tracking corpus and enable researchers to collect data by sharing their knowledge between various fields, including linguistics, psychology, speech and language pathology, and computer science. This data collection can then be used to study human language processing from a psycholinguistic perspective as well as to improve and evaluate computational language processing from a machine-learning perspective.	Der Projekttitel der MultiplEYE COST Action lautet: Ermöglichung der mehrsprachigen Eye-Tracking-Datenerfassung für die menschliche und maschinelle Sprachverarbeitungsforschung (übersetzt aus dem Englischen). Das bedeutet, dass die MultiplEYE COST Action darauf abzielt, ein interdisziplinäres Netzwerk von Forschungsgruppen zu fördern, die an der Erhebung von Augenbewegungsdaten beim Lesen in verschiedenen Sprachen arbeiten. Ziel ist es, die Entwicklung eines großen mehrsprachigen Korpus von Augenbewegungsdaten zu unterstützen und es Forschern zu ermöglichen, Daten zu sammeln, indem sie ihr Expertenwissen aus verschiedenen Disziplinen teilen. Dazu gehören Linguistik, Psychologie, Sprach- und Lesetherapie und Informatik. Diese Datensammlung kann dann verwendet werden, um die menschliche Sprachverarbeitung aus psycholinguistischer Perspektive zu untersuchen, sowie die computergestützte Sprachverarbeitung aus der Perspektive des Maschinellen Lernens zu verbessern und zu evaluieren.	5,6,7,8,9
PopSci_MultiplEYE	What is “eye-tracking”?	Was ist ”Eye-Tracking”?	10
PopSci_MultiplEYE	Eye-tracking is the process of measuring the point of gaze - where you are looking - and the movements of the eyes between fixed points of gaze. The device used to measure the eye positions and eye movements is called an eye-tracker. It consists of an infrared camera, using a light frequency that does not bother or hurt the human eye. With the help of image recognition algorithms, the eye-tracker can estimate gaze points very accurately by knowing the position of the head and eyes, the distance to the screen a participant is looking at and the eye-tracker's position.	Eye-Tracking ist der Prozess, bei dem der Blickpunkt – wohin Sie schauen – und die Augenbewegungen zwischen festen Blickpunkten gemessen werden. Das Gerät, mit dem die Augenpositionen und -bewegungen gemessen werden, wird als Eye-Tracker bezeichnet. Es besteht aus einer Infrarotkamera, die eine Lichtfrequenz verwendet, die das menschliche Auge nicht stört oder verletzt. Mit Hilfe von Bilderkennungsalgorithmen ist der Eye-Tracker in der Lage, Blickpunkte sehr genau zu schätzen, indem er die Position von Kopf und Augen, die Entfernung zum Bildschirm, auf den ein Teilnehmer blickt, und die Position des Eye-Trackers kennt.	11,12,13
PopSci_MultiplEYE	Eye-tracking is a helpful technology for many applications. For example, it can help detect tiredness while driving or it can support applications for screening and training purposes in the medical domain. Eye-tracking is also used in gaming, marketing, and human-computer interaction.	Eye-Tracking ist eine nützliche Technologie für eine Vielzahl von Anwendungen. Beispielsweise kann es dabei helfen, Müdigkeit beim Autofahren zu erkennen oder Anwendungen für Screening- und Trainingszwecke im medizinischen Bereich unterstützen. Eye-Tracking wird auch in der Gaming-Branche, im Marketing und in der Forschung zur Interaktion von Mensch und Maschine eingesetzt.	14,15,16
PopSci_MultiplEYE	Why is eye-tracking while reading especially interesting for our project?	Warum ist Eye-Tracking beim Lesen für unser Projekt besonders interessant?	17
PopSci_MultiplEYE	As you read these words, the eye-tracker follows your eye’s movements over the text. This provides information about how long you spend looking at a text, or more specifically, how long you spent on each word, which words you skipped, which words you dwelled on, and whether you had to go back and reread parts of the text to understand it better.	Während Sie diese Wörter lesen, folgt der Eye-Tracker Ihren Augenbewegungen über den Text. Dies gibt Aufschluss darüber, wie lange Sie sich einen Text angesehen haben, oder genauer gesagt, wie lange Sie zum Lesen jedes Wortes gebraucht haben, welche Wörter Sie übersprungen haben, bei welchen Wörtern Sie verweilt sind und ob Sie zurückgehen mussten, um die bereits gelesenen Wörter nochmals anzuschauen, um Teile des Textes besser zu verstehen.	17,18
PopSci_MultiplEYE	As your brain is processing the content of the text, your eye movements reflect a lot of the linguistic and cognitive processing going on almost in real time. Thus, the recorded data is a gold mine of information about how we put together a text's meaning and grammatical structures. It shows which parts of the text we struggle with and which parts are easily readable. It is up to the researchers to later explain which linguistic factors caused which type of eye movements.	Während Ihr Gehirn den Inhalt des Textes verarbeitet, spiegeln Ihre Augenbewegungen fast in Echtzeit einen Großteil der dafür benötigten sprachlichen und kognitiven Verarbeitung wider. Die aufgezeichneten Daten sind also eine Goldgrube an Informationen darüber, wie wir die Bedeutung und die grammatikalischen Strukturen eines Textes zusammensetzen. Es zeigt, mit welchen Textstellen wir zu kämpfen haben und welche einfach lesbar sind. Die Forscher können daraus ableiten, welche sprachlichen Faktoren welche Art von Augenbewegungen verursacht haben.	19,20,21,22
PopSci_MultiplEYE	The motivation behind MultiplEYE is that eye-tracking data is still sparse, especially for languages with fewer speakers. Such extensive data collection is a challenge in terms of developing and agreeing on the experimental design, the complexity, and the types of texts to be read by the participants. Other decisions that seem less relevant but are, in fact, very important include the font type and size the text is presented in, the order of the texts, the experiment procedure, and how the data will be processed. But once completed, this dataset will allow us to investigate many topics related to psycholinguistics and computational linguistics. For example, we can compare the reading behaviour across different languages. Does the scripture, for example, the Latin alphabet versus Cyrillic or Arabic scripts, impact reading times? An example concerning the computational processing of text could involve using eye-tracking data to advance artificial intelligence applications that imitate the human reading process. This could be used to build better machine translation systems or to improve the automatic extraction of keywords from the text.	Die Motivation hinter MultiplEYE ist, dass Eye-Tracking-Daten noch immer nur spärlich verfügbar sind, insbesondere für Sprachen mit weniger Sprechern. Eine so große Datensammlung ist eine Herausforderung in Bezug auf die Entwicklung und die Vereinbarung des experimentellen Designs, die Komplexität und die Art der Texte, die von den Teilnehmern gelesen werden sollen. Andere Entscheidungen, die weniger relevant erscheinen, aber tatsächlich sehr wichtig sind, betreffen die Schriftart und -größe des Textes, die Reihenfolge der Texte, den Versuchsablauf und die Art und Weise, wie die Daten danach verarbeitet werden. Aber sobald dieser Datensatz fertig ist, wird er es uns ermöglichen, viele Themen im Zusammenhang mit Psycholinguistik und Computerlinguistik zu untersuchen. Beispielsweise können wir das Leseverhalten über verschiedene Sprachen hinweg vergleichen. Hat die Schrift, z.B. das lateinische Alphabet im Vergleich zur kyrillischen oder arabischen Schrift, einen Einfluss auf die Lesezeit? Ein Beispiel für die computergestützte Textverarbeitung könnte die Verwendung von Eye-Tracking-Daten sein, um Anwendungen künstlicher Intelligenz voranzutreiben, die den menschlichen Leseprozess nachahmen. Diese Erkenntnisse könnten verwendet werden, um bessere maschinelle Übersetzungssysteme zu bauen oder um die automatische Extraktion von Schlüsselwörtern aus Texten zu verbessern.	23,24,25,26,27,28,29
PopSci_MultiplEYE	Receiving eye-tracking data from many participants, including yourself, by reading texts in many different languages will be a great foundation for our research. It will be the main factor in turning our research network into a successful endeavour.	Das Erhalten von Eye-Tracking-Daten von vielen verschiedenen Teilnehmern, einschließlich Ihnen selbst, die Texte in vielen verschiedenen Sprachen lesen, wird eine großartige Grundlage für unsere Forschung sein. Sie wird der Hauptfaktor sein, um unser Forschungsnetzwerk zu einem erfolgreichen Unterfangen zu machen.	30,31
PopSci_MultiplEYE	We hope to clear the way for advancing research in various subfields of linguistics by supporting and connecting a large group of researchers. The main outcomes of the MultiplEYE Action will be a large dataset containing eye-tracking data in many languages and a platform for new collaborations building on this type of data.	Wir hoffen, dass wir den Weg für die Förderung der Forschung in verschiedenen Teilgebieten der Linguistik ebnen können, indem wir eine große Gruppe von Forschern unterstützen und vernetzen. Die Hauptergebnisse der MultiplEYE Action werden ein großer Datensatz mit Blickverfolgungsdaten in vielen Sprachen und eine Plattform für neue Kooperationen sein, die diese Art von Daten nutzen.	32
PopSci_MultiplEYE	If you are reading this text, you are already supporting our cause by allowing us to collect and analyse your eye movements while reading and comprehending language. Thank you!	Wenn Sie diesen Text lesen, unterstützen Sie uns bereits, indem Sie uns erlauben, Ihre Augenbewegungen beim Lesen und Verstehen von Sprache zu erfassen und zu analysieren. Vielen Dank!	33,34,35
Lit_BrokenApril	Broken April - Chapter 3	Der zerrissene April - Kapitel 3	0
Lit_BrokenApril	Holding his wife’s hand, Bessian Vorpsi moved his head close to the window to make sure that the small town they had left half an hour before, the last one at the foot of the Rrafsh, the high plateau of the north, had disappeared from view. Now, before them and on either side there stretched away heathland on a slight slope, a rather strange piece of country, neither plain, nor mountain nor plateau. The mountains, properly speaking, had not yet begun, but one felt their looming shadow, and it seemed that it was that very shadow which while rejecting any connection between the plateau and the mountain world, kept it from being classed as a plain. So it was a border region, barren and almost uninhabited.	Ohne die Hand seiner Frau loszulassen, beugte sich Besian Vorpsi zum Fenster, um nachzusehen, ob die kleine Stadt, in der sie eine halbe Stunde zuvor aufgebrochen waren, die letzte vor der Hochebene im Norden, endlich aus dem Blickfeld entschwunden war. Sanft ansteigende Hänge dehnten sich vor und neben ihnen, ein merkwürdiges Stück Erde, weder Ebene noch Berg noch Plateau. Das Gebirge hatte noch nicht begonnen, doch sein Schatten war schon lange zu spüren. Und obwohl gerade dieser Schatten dem Landstrich den Zugang zur Welt der Berge verwehrte, ließ er doch nicht mehr zu, daß von einer Niederung gesprochen wurde. Niemandsland also, karg und fast unbewohnt.	1,2,3,4
Lit_BrokenApril	Now and then droplets of rain pearled the glass of the carriage window.	Feine Regentropfen kullerten ab und zu über die Fensterscheiben.	5
Lit_BrokenApril	“The Accursed Mountains,” he said softly, with a slight tremor in his voice, as if he were greeting a vision that he had been expecting for a very long time. He felt that the name, with its solemnity, had made an impression on his wife, and he took a certain satisfaction in it.	»Die Verwünschten Almen«, sagte er leise und mit ein wenig bebender Stimme, wie man von etwas spricht, auf dessen Anblick man sich lange gefreut hat. Befriedigt registrierte er, daß die Erwähnung des Namens bei seiner Frau ein feierliches Schaudern auslöste.	6,7
Lit_BrokenApril	Her face came closer, and he breathed in the perfume of her neck.	Als sie sich herüberbeugte, um hinauszuschauen, roch er den zarten Duft ihres Nackens.	8
Lit_BrokenApril	“Where are they?”	»Wo?«	9
Lit_BrokenApril	He nodded ahead, and then he pointed, but in that direction she saw nothing but a heavy layer of mist.	Er wies mit dem Finger auf etwas, doch dort, wo er hinzeigte, waren nur wallende Nebel zu erkennen.	9
Lit_BrokenApril	“You can’t see anything yet,” he explained. “We’re far away from them.”	»Sie sind noch nicht richtig zu sehen«, erklärte er. »Wir sind noch zu weit weg.«	10
Lit_BrokenApril	She left her hand in her husband’s and leaned back into the velvet cloth of her seat. The jostling of the carriage sent the newspaper in which they were mentioned, and which they had bought in the small town a little before their departure, sliding to the floor, but neither of them moved to pick it up. She smiled vaguely, recalling the title of the short piece announcing their trip: “Sensation: The writer, Bessian Vorpsi, and his young bride are spending their honeymoon on the Northern Plateau!”	Sie griff wieder nach seiner Hand und lehnte sich in den Polstern zurück. Die Zeitung, die sie vor der Abfahrt in der kleinen Stadt gekauft hatten (auf der Titelseite war von ihnen die Rede), glitt unter dem Schwanken des Wagens zu Boden, doch sie dachten beide nicht daran, das Blatt wieder aufzuheben. Mit einem verträumten Lächeln dachte sie an die Überschrift: »Eine frohe Überraschung! Der Schriftsteller Besian Vorpsi und seine junge Frau Diana wollen ihre Flitterwochen im nördlichen Hochland verbringen!«	11,12,13,14
Lit_BrokenApril	The article was rather vague. You could not tell whether the author, a certain A.G. (could that be their acquaintance, Adrian Guma?) was in favor of the trip or was being slightly ironic about it.	Dann ging es etwas verworren weiter. Es war nicht eindeutig zu erschließen, ob der Verfasser des Artikels, ein gewisser A. G. (womöglich ihr gemeinsamer Bekannter Adrian Guma) die Reise nun begrüßte oder sich ein wenig darüber mokierte.	15
Lit_BrokenApril	She herself, when her fiance had announced it to her two weeks before the wedding, had thought the idea pretty bizarre. Don’t be surprised at anything, her friends had told her. If you marry a man who’s a bit odd, you have to expect surprises. But at bottom we have to say you’re very lucky.	Ihr selbst war die Idee zu der Reise ziemlich ausgefallen vorgekommen, als er zwei Wochen vor der Hochzeit zum ersten Mal darüber gesprochen hatte. Du brauchst dich gar nicht zu wundern, hatten ihre Freundinnen gemeint. Wenn man einen so ungewöhnlichen Mann heiratet, bekommt man von ihm eben merkwürdige Dinge zu hören. Aber was heißt das schon. Wir sagen nur: Du Glückliche!	16,17,18,19
Lit_BrokenApril	And in fact she was happy. During the last days before the wedding, in the half-fashionable, half-artistic circles of Tirana, people talked about nothing but their honeymoon trip. Her friends envied her and told her: You’ll be escaping the world of reality for the world of legend, literally the world of epic that scarcely exists anymore. And they would go on talking about fairies, mountain nymphs, bards, the last Homeric hymns in the world, and the Kanun, terrifying but so majestic. Others shrugged their shoulders at all this enthusiasm, hinting discreetly at their astonishment, which was aroused particularly by the question of comfort, the more so since this was a honeymoon trip, something that called for certain conveniences, whereas, in the mountains the weather was still quite cold, and those epic kullas were of stone. On the other hand, there were others — few in number — who listened to all those opinions with a rather amused air, as if to say, “Right, go on up north among the mountain nymphs. It will do both of you good, and especially Bessian.”	Sie war wirklich glücklich. In all den Tagen vor der Hochzeit wurde in Tiranas leidlich mondänen, leidlich kunstsinnigen Kreisen von nichts anderem gesprochen als von ihrer bevorstehenden Reise. Die meisten waren hingerissen: Du kommst aus der realen Welt geradewegs in die Welt der Legenden, mitten in ein wirkliches Epos, wie es sonst fast nirgends in der Welt mehr existiert. Und sie erzählten von Feen und Elfen, von den Rhapsoden, den letzten Homeriden auf der Welt, vom Kanun, der furchtbar war und doch so großartig. Andere wiederum zuckten mit den Schultern ob dieses wunderlichen Einfalls, ihrer Skepsis zaghaft Ausdruck verleihend. Diese betraf vor allem die Frage des Komforts, um so mehr, als es um Flitterwochen, also eine delikate Angelegenheit ging, während es doch in den Alpen noch kalt und die epischen Türme recht steinern waren. Ein kleiner Teil reagierte auf die ganze Sache mit mildem Spott: Geht nur in den Norden, ihr beiden, besucht die Elfen. Vielleicht tut es euch ja gut, vor allem Besian Vorpsi.	21,22,23,24,25,26,27
Lit_HarryPotter	Harry Potter and the Philosopher’s Stone - Chapter 1: The boy who lived	Harry Potter und der Stein der Weisen - Kapitel 1: Ein Junge überlebt	0
Lit_HarryPotter	Mr. and Mrs. Dursley, of number four, Privet Drive, were proud to say that they were perfectly normal, thank you very much. They were the last people you’d expect to be involved in anything strange or mysterious, because they just didn’t hold with such nonsense.	Mr und Mrs Dursley im Ligusterweg Nummer 4 waren stolz darauf, ganz und gar normal zu sein, sehr stolz sogar. Niemand wäre auf die Idee gekommen, sie könnten sich in eine merkwürdige und geheimnisvolle Geschichte verstricken, denn mit solchem Unsinn wollten sie nichts zu tun haben.	1
Lit_HarryPotter	Mr. Dursley was the director of a firm called Grunnings, which made drills. He was a big, beefy man with hardly any neck, although he did have a very large mustache. Mrs. Dursley was thin and blonde and had nearly twice the usual amount of neck, which came in very useful as she spent so much of her time craning over garden fences, spying on the neighbors. The Dursleys had a small son called Dudley and in their opinion there was no finer boy anywhere.	Mr Dursley war Direktor einer Firma namens Grunnings, die Bohrmaschinen herstellte. Er war groß und bullig und hatte fast keinen Hals, dafür aber einen sehr großen Schnurrbart. Mrs Dursley war dünn und blond und besaß doppelt so viel Hals, wie notwendig gewesen wäre, was allerdings sehr nützlich war, denn so konnte sie den Hals über den Gartenzaun recken und zu den Nachbarn hinüberspähen. Die Dursleys hatten einen kleinen Sohn namens Dudley und in ihren Augen gab es nirgendwo einen prächtigeren Jungen.	2,3,4,5
Lit_HarryPotter	The Dursleys had everything they wanted, but they also had a secret, and their greatest fear was that somebody would discover it. They didn’t think they could bear it if anyone found out about the Potters. Mrs. Potter was Mrs. Dursley’s sister, but they hadn’t met for several years; in fact, Mrs. Dursley pretended she didn’t have a sister, because her sister and her good-for-nothing husband were as unDursleyish as it was possible to be. The Dursleys shuddered to think what the neighbors would say if the Potters arrived in the street. The Dursleys knew that the Potters had a small son, too, but they had never even seen him. This boy was another good reason for keeping the Potters away; they didn’t want Dudley mixing with a child like that.	Die Dursleys besaßen alles, was sie wollten, doch sie hatten auch ein Geheimnis, und dass es jemand aufdecken könnte, war ihre größte Sorge. Einfach unerträglich wäre es, wenn die Sache mit den Potters herauskommen würde. Mrs Potter war die Schwester von Mrs Dursley; doch die beiden hatten sich schon seit etlichen Jahren nicht mehr gesehen. Mrs Dursley behauptete sogar, dass sie gar keine Schwester hätte, denn diese und deren Nichtsnutz von einem Mann waren so undursleyhaft, wie man es sich nur denken konnte. Die Dursleys schauderten beim Gedanken daran, was die Nachbarn sagen würden, sollten die Potters eines Tages in ihrer Straße aufkreuzen. Die Dursleys wussten, dass auch die Potters einen kleinen Sohn hatten, doch den hatten sie nie gesehen. Auch dieser Junge war ein guter Grund, sich von den Potters fernzuhalten; mit einem solchen Kind sollte ihr Dudley nicht in Berührung kommen.	6,7,8,9,10,11,12
Lit_Alchemist	The Alchemist - Chapter 1	Der Alchemist - Kapitel 1	0
Lit_Alchemist	The boy’s name was Santiago. Dusk was falling as the boy arrived with his herd at an abandoned church. The roof had fallen in long ago, and an enormous sycamore had grown on the spot where the sacristy had once stood.	Der Jüngling hieß Santiago. Es fing bereits an zu dämmern, als er mit seiner Schafherde zu einer alten, verlassenen Kirche kam. Das Dach war schon vor geraumer Zeit eingestürzt, und ein riesiger Maulbeerbaum wuchs an jener Stelle, wo sich einst die Sakristei befand.	0,1,2
Lit_Alchemist	He decided to spend the night there. He saw to it that all the sheep entered through the ruined gate, and then laid some planks across it to prevent the flock from wandering away during the night. There were no wolves in the region, but once an animal had strayed during the night, and the boy had had to spend the entire next day searching for it.	Er entschloß sich, die Nacht hier zu verbringen. So geleitete er alle Schafe durch die beschädigte Türe und legte einige Bretter quer davor, damit ihm die Tiere während der Nacht nicht entwischen konnten. Zwar gab es keine Wölfe in jener Gegend, aber einmal war ihm eines der Tiere während der Nacht entkommen, und er mußte den ganzen folgenden Tag mit der Suche nach dem verirrten Schäfchen verbringen.	3,4,5
Lit_Alchemist	He swept the floor with his jacket and lay down, using the book he had just finished reading as a pillow. He told himself that he would have to start reading thicker books: they lasted longer, and made more comfortable pillows.	Danach breitete er seinen Mantel auf dem Fußboden aus, legte sich nieder und nahm das Buch, das er gerade gelesen hatte, als Kopfkissen. Vor dem Einschlafen dachte er daran, daß er in Zukunft dickere Bücher lesen wollte, weil man länger etwas davon hat und weil sie eine bequemere Kopfstütze abgeben.	6,7
Lit_Alchemist	It was still dark when he awoke, and, looking up, he could see the stars through the half-destroyed roof.	Es war noch finster, als er erwachte. Als er nach oben schaute, sah er die Sterne zwischen den Dachbalken durchscheinen.	8,9
Lit_Alchemist	I wanted to sleep a little longer, he thought. He had had the same dream that night as a week ago, and once again he had awakened before it ended.	Eigentlich wollte ich noch weiterschlafen, dachte er bei sich. Wieder hatte er den gleichen Traum gehabt wie vor einer Woche, und wieder war er vor dem Ende aufgewacht.	1
Lit_Alchemist	He arose and, taking up his crook, began to awaken the sheep that still slept. He had noticed that, as soon as he awoke, most of his animals also began to stir. It was as if some mysterious energy bound his life to that of the sheep, with whom he had spent the past two years, leading them through the countryside in search of food and water. “They are so used to me that they know my schedule,” he muttered. Thinking about that for a moment, he realized that it could be the other way around: that it was he who had become accustomed to their schedule.	"Er erhob sich und trank einen Schluck Wein. Dann nahm er seinen Hirtenstab und begann, die Schafe, die noch schliefen, eines nach dem anderen zu wecken. Mehr und mehr wurden die Tiere, wie ihm aufgefallen war, gleichzeitig mit ihm wach, als ob ein geheimnisvoller Gleichklang sein Leben mit dem der Schafe verband, die seit nunmehr zwei Jahren mit ihm übers Land gezogen waren, auf der Suche nach Wasser und Nahrung. ""Sie haben sich schon so an mich gewöhnt, daß sie meinen Rhythmus kennen"", dachte er. Aber nach kurzer Überlegung kam er zu dem Schluß, daß es auch umgekehrt sein könnte: Er selber hatte sich dem Rhythmus seiner Schafe angepaßt!"	12,13,14,15,16
Lit_Alchemist	But there were certain of them who took a bit longer to awaken. The boy prodded them, one by one, with his crook, calling each by name. He had always believed that the sheep were able to understand what he said. So there were times when he read them parts of his books that had made an impression on him, or when he would tell them of the loneliness or the happiness of a shepherd in the fields. Sometimes he would comment to them on the things he had seen in the villages they passed.	Einige unter den Tieren brauchten etwas länger zum Aufstehen. Der Jüngling weckte sie mit seinem Stab, indem er jedes bei seinem Namen nannte. Immer hatte er den Eindruck, daß die Schafe alles verstanden, was er sagte. Darum las er ihnen auch gelegentlich Abschnitte aus Büchern vor, die ihn besonders beeindruckten, oder er philosophierte über die Einsamkeit und die Freuden eines Schafhirten, oder er kommentierte die letzten Neuigkeiten, die er im den Städten erfahren hatte, durch die er zu ziehen pflegte.	16,17,18,19
Lit_Alchemist	But for the past few days he had spoken to them about only one thing: the girl, the daughter of a merchant who lived in the village they would reach in about four days. He had been to the village only once, the year before. The merchant was the proprietor of a dry goods shop, and he always demanded that the sheep be sheared in his presence, so that he would not be cheated. A friend had told the boy about the shop, and he had taken his sheep there.	Seit zwei Tagen jedoch sprach er beinahe nur noch über eins: die Tochter eines Händlers, die in jener Kleinstadt lebte, welche sie in vier Tagen erreichen würden. Im vorigen Jahr war er das erste Mal bei diesem Handelsmann gewesen, der Besitzer eines Textilgeschäftes war und darauf bestand, daß die Schafe vor seinem Geschäft geschoren würden, um jeden Betrug zu vermeiden. Ein Bekannt er hatte den Laden empfohlen, und so brachte der Hirte seine Schafe jetzt dorthin.	20,21
Lit_EmperorClothes	The Emperor’s New Clothes	Des Kaisers Neue Kleider	0
Lit_EmperorClothes	Many years ago there lived an emperor who was so terribly fond of beautiful new clothes that he spent all his money on being elegantly dressed. Only if he got the chance to show off his new clothes did he show any interest in his soldiers, the theatre or going for a coach ride in the woods. He had a dress coat for every hour of the day, and just as one says about a king that he is in council, one always said in his case: ‘The emperor’s in the wardrobes!’	"Vor vielen Jahren lebte ein Kaiser, der so ungeheuer viel auf neue Kleider hielt, daß er all sein Geld dafür ausgab, um recht geputzt zu sein. Er kümmerte sich nicht um seine Soldaten, kümmerte sich nicht um Theater und liebte es nicht, in den Wald zu fahren, außer um seine neuen Kleider zu zeigen. Er hatte einen Rock für jede Stunde des Tages, und ebenso wie man von einem König sagte, er ist im Rat, so sagte man hier immer: ""Der Kaiser ist in der Garderobe!"""	0,1,2
Lit_EmperorClothes	Life was most enjoyable in the great city where he lived, every day many strangers came – and one day two swindlers did; they pretended to be weavers and said they were able to weave the loveliest cloth one could imagine. Not only were the colours and pattern exceptionally beautiful but the clothes sewn from the cloth had the remarkable ability to become invisible to each and every person who was unfit for his office, or who was inadmissibly stupid.	In der großen Stadt, in der er wohnte, ging es sehr munter her. An jedem Tag kamen viele Fremde an, und eines Tages kamen auch zwei Betrüger, die gaben sich für Weber aus und sagten, daß sie das schönste Zeug, was man sich denken könne, zu weben verstanden. Die Farben und das Muster seien nicht allein ungewöhnlich schön, sondern die Kleider, die von dem Zeuge genäht würden, sollten die wunderbare Eigenschaft besitzen, daß sie für jeden Menschen unsichtbar seien, der nicht für sein Amt tauge oder der unverzeihlich dumm sei.	2,3,4
